"label","scenario","path","n_candidates","n_instruments","n_days","n_bars","feature_mode","metric_context","reps","median_sec","mean_sec","min_sec","max_sec"
"post_change","persistent_comparison","sweep_plain",5,4,252,1008,"single","default",3,2.09,2.21666666666667,1.84,2.72
"post_change","persistent_comparison","run_loop",5,4,252,1008,"single","default",3,10.38,11.1533333333333,10.35,12.73
