"label","scenario","path","n_candidates","n_instruments","n_days","n_bars","feature_mode","metric_context","reps","median_sec","mean_sec","min_sec","max_sec"
"post_change","persistent_comparison","sweep_plain",5,4,252,1008,"single","default",5,1.4,1.634,1.34,2.61
"post_change","persistent_comparison","run_loop",5,4,252,1008,"single","default",5,7.96,8.294,7.61,9.82
