"label","timestamp_utc","git_head","git_head_short","git_status_short","git_v0_1_8_2_tag","r_version","platform","os","os_release","machine","logical_cores","physical_cores"
"post_change","2026-05-25T22:07:47Z","ac09d75ba15cdd825efcc547b6217895b30a5409","ac09d75"," M R/fold-core.R |  M R/sweep.R |  M inst/design/ledgr_v0_1_8_3_spec_packet/tickets.yml |  M inst/design/ledgr_v0_1_8_3_spec_packet/v0_1_8_3_tickets.md |  M tests/testthat/test-sweep.R | ?? inst/design/maintainer_review/ | ?? inst/design/spikes/ledgr_v0_1_8_3_sweep_optimization/data/manual_profile_profile.csv | ?? inst/design/spikes/ledgr_v0_1_8_3_sweep_optimization/ldg2410_checkpoint/ | ?? inst/design/spikes/ledgr_v0_1_8_3_sweep_optimization/ldg2410_persistent_recheck/ | ?? inst/design/spikes/ledgr_v0_1_8_3_sweep_optimization/ldg2410_persistent_recheck_after_buffer_fix/ | ?? inst/design/spikes/ledgr_v0_1_8_3_sweep_optimization/ldg2412_checkpoint/","9d8dfc841a789a16d605c9a97cf0d36aa1c14bbc","4.5.2","x86_64-w64-mingw32","Windows","10 x64","x86-64",24,16
