"label","scenario","path","n_candidates","n_instruments","n_days","n_bars","feature_mode","metric_context","reps","median_sec","mean_sec","min_sec","max_sec"
"post_change","reference_50_candidates","sweep_plain",50,4,252,1008,"single","default",2,47.835,47.835,43.82,51.85
"post_change","reference_50_candidates","precompute",50,4,252,1008,"single","default",2,0.339999999999996,0.339999999999996,0.339999999999989,0.340000000000003
"post_change","reference_50_candidates","sweep_precomputed",50,4,252,1008,"single","default",2,43.235,43.235,43.22,43.25
"post_change","persistent_comparison","sweep_plain",5,4,252,1008,"single","default",2,4.25500000000001,4.25500000000001,4.25,4.26000000000002
"post_change","persistent_comparison","run_loop",5,4,252,1008,"single","default",2,10.42,10.42,9.44999999999999,11.39
